centro_chile,region_chile,centro_noruega,region_noruega,anio_chile,semana_chile,anio_noruega,semana_noruega,semana_noruega_equivalente,anio_noruega_equivalente,temperatura_chile_C,temperatura_noruega_C,dif_temperatura_C,salinidad_chile_PSU,salinidad_noruega_PSU,dif_salinidad_PSU,comparabilidad_temperatura,comparabilidad_salinidad,comparabilidad_general
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,4,2015,30,30,2015,15.564,10.13,5.434,33.19,33.558,0.368,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,5,2015,31,31,2015,16.194,10.46,5.734,33.182,33.548,0.366,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,6,2015,32,32,2015,16.373,11.779,4.594,33.204,33.209,0.005,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,7,2015,33,33,2015,15.489,12.013,3.476,33.247,33.425,0.178,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,8,2015,34,34,2015,14.848,12.453,2.395,33.325,33.478,0.153,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,9,2015,35,35,2015,14.552,12.589,1.963,33.392,33.517,0.125,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,10,2015,36,36,2015,14.667,11.963,2.704,33.385,33.435,0.05,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,11,2015,37,37,2015,14.969,11.163,3.806,33.363,33.478,0.115,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,12,2015,38,38,2015,14.697,11.181,3.516,33.354,33.415,0.061,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,13,2015,39,39,2015,14.603,10.832,3.771,33.401,33.389,0.012,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,14,2015,40,40,2015,14.197,10.313,3.884,33.406,33.301,0.105,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,15,2015,41,41,2015,14.069,9.392,4.677,33.391,33.297,0.094,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,16,2015,42,42,2015,13.917,9.449,4.468,33.372,33.345,0.027,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,17,2015,43,43,2015,13.569,9.077,4.492,33.373,33.368,0.005,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,18,2015,44,44,2015,13.381,8.381,5.0,33.375,33.376,0.001,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,19,2015,45,45,2015,12.945,8.804,4.141,33.39,33.415,0.025,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,20,2015,46,46,2015,12.724,8.709,4.015,33.332,33.435,0.103,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,21,2015,47,47,2015,12.305,8.097,4.208,33.284,33.382,0.098,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,22,2015,48,48,2015,11.896,8.043,3.853,33.221,33.403,0.182,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,23,2015,49,49,2015,11.806,7.864,3.942,33.076,33.421,0.345,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,24,2015,50,50,2015,11.484,7.367,4.117,32.955,33.418,0.463,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,25,2015,51,51,2015,11.174,6.542,4.632,33.0,33.435,0.435,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,26,2015,52,52,2015,11.004,6.785,4.219,32.991,33.4,0.409,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,27,2016,1,1,2016,10.909,5.983,4.926,33.011,33.346,0.335,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,28,2016,2,2,2016,10.803,5.025,5.778,33.002,33.454,0.452,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,29,2016,3,3,2016,10.585,5.004,5.581,33.015,33.52,0.505,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,30,2016,4,4,2016,10.459,5.462,4.997,32.845,33.529,0.684,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,31,2016,5,5,2016,10.528,5.058,5.47,32.706,33.618,0.912,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,32,2016,6,6,2016,10.458,4.773,5.685,32.708,33.718,1.01,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,33,2016,7,7,2016,10.32,4.937,5.383,32.614,33.899,1.285,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,34,2016,8,8,2016,10.371,4.815,5.556,32.66,33.968,1.308,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,35,2016,9,9,2016,10.496,4.856,5.64,32.718,34.08,1.362,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,36,2016,10,10,2016,10.516,5.133,5.383,32.669,34.114,1.445,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,37,2016,11,11,2016,10.307,4.864,5.443,32.654,34.129,1.475,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,38,2016,12,12,2016,10.109,4.516,5.593,32.762,34.206,1.444,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,39,2016,13,13,2016,10.539,5.13,5.409,32.83,34.205,1.375,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,40,2016,14,14,2016,10.669,5.328,5.341,32.792,34.251,1.459,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,41,2016,15,15,2016,10.889,5.291,5.598,32.754,34.312,1.558,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,42,2016,16,16,2016,11.311,5.509,5.802,32.695,34.358,1.663,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,43,2016,17,17,2016,11.688,5.957,5.731,32.673,34.35,1.677,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,44,2016,18,18,2016,11.938,6.676,5.262,32.729,34.213,1.484,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,45,2016,19,19,2016,12.042,6.839,5.203,32.872,34.142,1.27,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,46,2016,20,20,2016,12.88,6.95,5.93,32.936,34.187,1.251,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,47,2016,21,21,2016,13.027,7.943,5.084,32.873,34.138,1.265,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,48,2016,22,22,2016,13.758,8.612,5.146,32.847,34.129,1.282,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,49,2016,23,23,2016,14.445,8.077,6.368,32.866,34.207,1.341,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,50,2016,24,24,2016,14.096,8.785,5.311,32.939,34.018,1.079,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,51,2016,25,25,2016,14.35,9.643,4.707,32.964,33.967,1.003,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,52,2016,26,26,2016,14.745,10.959,3.786,32.972,33.53,0.558,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2015,53,2016,27,27,2016,16.089,11.26,4.829,32.962,33.509,0.547,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,1,2016,27,27,2016,15.842,11.26,4.582,33.016,33.509,0.493,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,2,2016,28,28,2016,15.826,11.181,4.645,33.064,33.699,0.635,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,3,2016,29,29,2016,16.684,11.347,5.337,33.073,33.673,0.6,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,4,2016,30,30,2016,16.854,11.224,5.63,33.072,33.738,0.666,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,5,2016,31,31,2016,17.039,9.551,7.488,33.108,34.085,0.977,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,6,2016,32,32,2016,16.728,10.957,5.771,33.143,33.842,0.699,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,7,2016,33,33,2016,16.466,11.795,4.671,33.154,33.707,0.553,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,8,2016,34,34,2016,16.312,11.975,4.337,33.172,33.827,0.655,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,9,2016,35,35,2016,15.93,11.133,4.797,33.206,33.981,0.775,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,10,2016,36,36,2016,15.311,10.825,4.486,33.244,33.867,0.623,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,11,2016,37,37,2016,14.718,10.925,3.793,33.286,33.696,0.41,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,12,2016,38,38,2016,14.256,11.003,3.253,33.319,33.744,0.425,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,13,2016,39,39,2016,14.259,10.775,3.484,33.299,33.702,0.403,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,14,2016,40,40,2016,13.944,10.11,3.834,33.313,33.693,0.38,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,15,2016,41,41,2016,13.467,10.022,3.445,33.342,33.672,0.33,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,16,2016,42,42,2016,12.897,9.77,3.127,33.342,33.723,0.381,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,17,2016,43,43,2016,12.644,9.787,2.857,33.324,33.607,0.283,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,18,2016,44,44,2016,12.591,9.246,3.345,33.296,33.547,0.251,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,19,2016,45,45,2016,12.593,8.592,4.001,33.256,33.567,0.311,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,20,2016,46,46,2016,12.489,8.951,3.538,33.179,33.471,0.292,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,21,2016,47,47,2016,12.194,8.367,3.827,33.04,33.421,0.381,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,22,2016,48,48,2016,11.727,7.78,3.947,32.621,33.421,0.8,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,23,2016,49,49,2016,11.645,7.034,4.611,32.75,33.459,0.709,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,24,2016,50,50,2016,11.52,6.862,4.658,32.856,33.459,0.603,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,25,2016,51,51,2016,11.311,6.719,4.592,32.906,33.4,0.494,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,26,2016,52,52,2016,11.229,6.423,4.806,32.886,33.522,0.636,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,27,2017,1,1,2017,11.105,5.964,5.141,32.914,33.625,0.711,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,28,2017,2,2,2017,11.019,5.649,5.37,32.879,33.703,0.824,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,29,2017,3,3,2017,10.894,5.287,5.607,32.809,33.759,0.95,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,30,2017,4,4,2017,10.631,5.377,5.254,32.586,33.723,1.137,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,31,2017,5,5,2017,10.712,5.157,5.555,32.406,33.684,1.278,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,32,2017,6,6,2017,10.761,5.325,5.436,32.088,33.794,1.706,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,33,2017,7,7,2017,10.607,5.237,5.37,31.939,33.876,1.937,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2016,34,2017,8,8,2017,10.616,4.54,6.076,31.987,33.963,1.976,No comparable,Muy similar,No comparable / revisar
