centro_chile,region_chile,centro_noruega,region_noruega,anio_chile,semana_chile,anio_noruega,semana_noruega,semana_noruega_equivalente,anio_noruega_equivalente,temperatura_chile_C,temperatura_noruega_C,dif_temperatura_C,salinidad_chile_PSU,salinidad_noruega_PSU,dif_salinidad_PSU,comparabilidad_temperatura,comparabilidad_salinidad,comparabilidad_general
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,20,2014,46,46,2014,10.176,11.669,1.493,33.434,32.034,1.4,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,21,2014,47,47,2014,9.772,11.267,1.495,33.272,32.094,1.178,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,22,2014,48,48,2014,9.855,10.714,0.859,33.454,32.457,0.997,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,23,2014,49,49,2014,9.49,10.164,0.674,33.26,32.756,0.504,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,24,2014,50,50,2014,9.522,9.641,0.119,33.389,32.879,0.51,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,25,2014,51,51,2014,9.481,8.978,0.503,33.313,33.044,0.269,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,26,2014,52,52,2014,9.645,8.19,1.455,33.362,33.066,0.296,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,27,2015,1,1,2015,9.64,8.164,1.476,33.416,33.504,0.088,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,28,2015,2,2,2015,9.2,8.271,0.929,33.293,33.59,0.297,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,29,2015,3,3,2015,9.243,8.158,1.085,33.293,33.505,0.212,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,30,2015,4,4,2015,9.017,7.809,1.208,33.274,33.426,0.152,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,31,2015,5,5,2015,9.01,7.409,1.601,33.268,33.369,0.101,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,32,2015,6,6,2015,9.218,7.245,1.973,33.316,33.413,0.097,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,33,2015,7,7,2015,9.041,7.004,2.037,33.291,33.436,0.145,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,34,2015,8,8,2015,9.254,7.036,2.218,33.214,33.725,0.511,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,35,2015,9,9,2015,9.49,6.562,2.928,33.147,33.711,0.564,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,36,2015,10,10,2015,9.829,6.238,3.591,33.169,33.627,0.458,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,37,2015,11,11,2015,9.746,6.237,3.509,33.192,33.563,0.371,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,38,2015,12,12,2015,9.694,6.217,3.477,33.161,33.415,0.254,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,39,2015,13,13,2015,9.644,6.16,3.484,33.144,33.357,0.213,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,40,2015,14,14,2015,10.028,6.22,3.808,32.973,33.347,0.374,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,41,2015,15,15,2015,10.18,6.35,3.83,33.071,33.293,0.222,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,42,2015,16,16,2015,10.266,6.462,3.804,33.076,33.153,0.077,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,43,2015,17,17,2015,10.967,6.879,4.088,33.02,33.182,0.162,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,44,2015,18,18,2015,10.804,7.213,3.591,33.077,33.119,0.042,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,45,2015,19,19,2015,10.785,7.573,3.212,33.128,32.892,0.236,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,46,2015,20,20,2015,11.168,8.066,3.102,33.14,32.605,0.535,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,47,2015,21,21,2015,11.721,8.59,3.131,33.092,32.457,0.635,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,48,2015,22,22,2015,12.125,9.203,2.922,33.087,32.318,0.769,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,49,2015,23,23,2015,12.874,9.779,3.095,33.078,32.268,0.81,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,50,2015,24,24,2015,12.676,10.127,2.549,33.162,32.129,1.033,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,51,2015,25,25,2015,11.849,10.929,0.92,33.341,31.637,1.704,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2014,52,2015,26,26,2015,11.695,11.375,0.32,33.421,31.755,1.666,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,1,2015,27,27,2015,12.519,12.406,0.113,33.291,31.552,1.739,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,2,2015,28,28,2015,12.002,11.771,0.231,33.428,31.622,1.806,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,3,2015,29,29,2015,11.999,12.032,0.033,33.479,31.973,1.506,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,4,2015,30,30,2015,12.857,12.986,0.129,33.438,32.013,1.425,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,5,2015,31,31,2015,13.867,12.249,1.618,33.332,32.451,0.881,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,6,2015,32,32,2015,13.913,13.484,0.429,33.302,32.526,0.776,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,7,2015,33,33,2015,12.453,14.673,2.22,33.496,32.065,1.431,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,8,2015,34,34,2015,11.579,15.615,4.036,33.614,31.506,2.108,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,9,2015,35,35,2015,11.144,16.452,5.308,33.679,30.07,3.609,No comparable,Diferente,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,10,2015,36,36,2015,11.73,15.792,4.062,33.623,30.22,3.403,Diferente,Diferente,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,11,2015,37,37,2015,12.517,14.372,1.855,33.522,31.315,2.207,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,12,2015,38,38,2015,12.317,14.599,2.282,33.452,30.925,2.527,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,13,2015,39,39,2015,12.516,14.183,1.667,33.322,30.78,2.542,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,14,2015,40,40,2015,12.027,13.991,1.964,33.416,30.513,2.903,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,15,2015,41,41,2015,12.147,13.592,1.445,33.329,30.514,2.815,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,16,2015,42,42,2015,12.157,13.223,1.066,33.23,30.546,2.684,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,17,2015,43,43,2015,11.661,12.627,0.966,33.297,30.641,2.656,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,18,2015,44,44,2015,11.74,11.935,0.195,33.233,31.15,2.083,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,19,2015,45,45,2015,11.121,11.796,0.675,33.285,31.838,1.447,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,20,2015,46,46,2015,11.258,11.249,0.009,33.227,32.36,0.867,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,21,2015,47,47,2015,11.119,10.451,0.668,33.295,32.42,0.875,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,22,2015,48,48,2015,10.693,9.875,0.818,33.251,32.487,0.764,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,23,2015,49,49,2015,10.609,9.337,1.272,33.183,32.592,0.591,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,24,2015,50,50,2015,10.318,8.957,1.361,33.134,32.966,0.168,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,25,2015,51,51,2015,10.018,8.655,1.363,33.189,33.084,0.105,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,26,2015,52,52,2015,9.764,8.869,0.895,33.188,33.267,0.079,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,27,2016,1,1,2016,9.496,7.98,1.516,33.179,33.4,0.221,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,28,2016,2,2,2016,9.312,7.463,1.849,33.152,33.476,0.324,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,29,2016,3,3,2016,9.069,7.02,2.049,33.181,33.506,0.325,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,30,2016,4,4,2016,8.961,7.028,1.933,33.152,33.593,0.441,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,31,2016,5,5,2016,9.259,6.768,2.491,33.168,33.642,0.474,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,32,2016,6,6,2016,9.356,6.582,2.774,33.204,33.643,0.439,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,33,2016,7,7,2016,9.165,6.292,2.873,33.082,33.718,0.636,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,34,2016,8,8,2016,9.127,6.015,3.112,33.109,33.723,0.614,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,35,2016,9,9,2016,9.46,5.758,3.702,33.157,33.66,0.503,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,36,2016,10,10,2016,9.41,5.756,3.654,33.132,33.682,0.55,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,37,2016,11,11,2016,9.103,6.07,3.033,33.142,33.712,0.57,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,38,2016,12,12,2016,8.785,6.067,2.718,33.152,33.719,0.567,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,39,2016,13,13,2016,9.314,5.784,3.53,33.062,33.368,0.306,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,40,2016,14,14,2016,9.412,6.152,3.26,33.006,33.229,0.223,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,41,2016,15,15,2016,9.61,6.563,3.047,33.043,33.253,0.21,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,42,2016,16,16,2016,10.008,6.51,3.498,33.003,33.256,0.253,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,43,2016,17,17,2016,10.2,6.788,3.412,32.99,33.352,0.362,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,44,2016,18,18,2016,10.697,7.373,3.324,33.005,33.207,0.202,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,45,2016,19,19,2016,10.337,8.195,2.142,33.142,33.183,0.041,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,46,2016,20,20,2016,11.142,8.126,3.016,33.095,33.154,0.059,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,47,2016,21,21,2016,11.495,9.503,1.992,33.1,32.817,0.283,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,48,2016,22,22,2016,12.601,9.545,3.056,33.009,32.974,0.035,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,49,2016,23,23,2016,13.186,10.246,2.94,32.938,32.943,0.005,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,50,2016,24,24,2016,12.275,11.001,1.274,33.11,32.773,0.337,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,51,2016,25,25,2016,12.041,11.668,0.373,33.18,32.675,0.505,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,52,2016,26,26,2016,12.554,13.192,0.638,33.164,32.192,0.972,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2015,53,2016,27,27,2016,14.388,13.87,0.518,33.027,31.809,1.218,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,1,2016,27,27,2016,13.231,13.87,0.639,33.15,31.809,1.341,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,2,2016,28,28,2016,13.072,14.314,1.242,33.313,31.527,1.786,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,3,2016,29,29,2016,15.231,15.105,0.126,33.138,31.314,1.824,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,4,2016,30,30,2016,15.332,15.955,0.623,33.148,31.221,1.927,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,5,2016,31,31,2016,15.355,15.933,0.578,33.092,30.942,2.15,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,6,2016,32,32,2016,14.162,14.706,0.544,33.282,31.035,2.247,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,7,2016,33,33,2016,13.767,14.703,0.936,33.359,30.995,2.364,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,8,2016,34,34,2016,13.821,15.708,1.887,33.379,31.092,2.287,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,9,2016,35,35,2016,14.087,15.512,1.425,33.259,31.467,1.792,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,10,2016,36,36,2016,12.562,15.467,2.905,33.436,31.76,1.676,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,11,2016,37,37,2016,12.145,15.8,3.655,33.467,31.538,1.929,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,12,2016,38,38,2016,11.952,15.859,3.907,33.495,30.982,2.513,Diferente,Muy similar,No comparable / revisar
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,13,2016,39,39,2016,12.637,15.436,2.799,33.342,30.735,2.607,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,14,2016,40,40,2016,12.346,14.326,1.98,33.25,30.846,2.404,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,15,2016,41,41,2016,11.757,13.694,1.937,33.289,30.9,2.389,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,16,2016,42,42,2016,10.961,13.144,2.183,33.309,30.941,2.368,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,17,2016,43,43,2016,10.791,12.482,1.691,33.12,31.682,1.438,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,18,2016,44,44,2016,10.782,11.701,0.919,32.867,31.946,0.921,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,19,2016,45,45,2016,10.847,10.415,0.432,32.691,32.429,0.262,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,20,2016,46,46,2016,10.617,9.861,0.756,32.633,32.732,0.099,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,21,2016,47,47,2016,10.103,9.203,0.9,32.72,32.702,0.018,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,22,2016,48,48,2016,9.909,8.674,1.235,32.781,32.94,0.159,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,23,2016,49,49,2016,9.676,8.359,1.317,32.947,33.134,0.187,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,24,2016,50,50,2016,9.592,8.24,1.352,32.953,33.131,0.178,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,25,2016,51,51,2016,9.402,8.316,1.086,32.937,33.248,0.311,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,26,2016,52,52,2016,9.235,8.11,1.125,32.929,33.371,0.442,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,27,2017,1,1,2017,9.247,7.744,1.503,32.911,33.498,0.587,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,28,2017,2,2,2017,9.263,7.468,1.795,32.838,33.618,0.78,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,29,2017,3,3,2017,9.32,7.049,2.271,32.986,33.693,0.707,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,30,2017,4,4,2017,9.201,7.082,2.119,32.9,33.801,0.901,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,31,2017,5,5,2017,9.389,6.933,2.456,32.967,33.871,0.904,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,32,2017,6,6,2017,9.489,6.754,2.735,33.0,34.014,1.014,Muy similar,Muy similar,Comparable
110758_Semanal_2014_2024,Aysén,33077_Semanal_2014_2024,Sur/Oeste,2016,33,2017,7,7,2017,9.285,6.521,2.764,32.877,33.999,1.122,Muy similar,Muy similar,Comparable
