centro_chile,region_chile,centro_noruega,region_noruega,anio_chile,semana_chile,anio_noruega,semana_noruega,semana_noruega_equivalente,anio_noruega_equivalente,temperatura_chile_C,temperatura_noruega_C,dif_temperatura_C,salinidad_chile_PSU,salinidad_noruega_PSU,dif_salinidad_PSU,comparabilidad_temperatura,comparabilidad_salinidad,comparabilidad_general
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,13,2014,39,39,2014,14.181,13.462,0.719,33.484,32.66,0.824,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,13,2014,39,39,2014,14.181,14.775,0.594,33.484,31.423,2.061,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,14,2014,40,40,2014,13.765,9.664,4.101,33.509,34.044,0.535,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,14,2014,40,40,2014,13.765,12.801,0.964,33.509,32.644,0.865,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,14,2014,40,40,2014,13.765,14.221,0.456,33.509,31.857,1.652,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,15,2014,41,41,2014,13.538,9.306,4.232,33.513,33.978,0.465,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,15,2014,41,41,2014,13.538,12.268,1.27,33.513,32.671,0.842,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,15,2014,41,41,2014,13.538,13.689,0.151,33.513,32.296,1.217,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,16,2014,42,42,2014,13.088,8.422,4.666,33.504,33.977,0.473,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,16,2014,42,42,2014,13.088,11.708,1.38,33.504,32.643,0.861,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,16,2014,42,42,2014,13.088,13.174,0.086,33.504,32.571,0.933,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,17,2014,43,43,2014,12.885,8.511,4.374,33.499,33.867,0.368,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,17,2014,43,43,2014,12.885,11.794,1.091,33.499,32.726,0.773,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,17,2014,43,43,2014,12.885,13.288,0.403,33.499,32.715,0.784,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,18,2014,44,44,2014,12.524,8.89,3.634,33.491,33.733,0.242,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,18,2014,44,44,2014,12.524,11.593,0.931,33.491,32.76,0.731,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,18,2014,44,44,2014,12.524,12.715,0.191,33.491,32.738,0.753,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,19,2014,45,45,2014,12.172,8.241,3.931,33.434,33.833,0.399,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,19,2014,45,45,2014,12.172,10.938,1.234,33.434,32.865,0.569,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,19,2014,45,45,2014,12.172,12.208,0.036,33.434,32.401,1.033,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,20,2014,46,46,2014,11.927,7.976,3.951,33.423,33.87,0.447,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,20,2014,46,46,2014,11.927,10.488,1.439,33.423,32.983,0.44,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,20,2014,46,46,2014,11.927,11.669,0.258,33.423,32.034,1.389,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,21,2014,47,47,2014,11.676,8.197,3.479,33.383,33.882,0.499,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,21,2014,47,47,2014,11.676,10.153,1.523,33.383,33.092,0.291,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,21,2014,47,47,2014,11.676,11.267,0.409,33.383,32.094,1.289,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,22,2014,48,48,2014,11.44,7.962,3.478,33.417,33.833,0.416,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,22,2014,48,48,2014,11.44,10.045,1.395,33.417,33.196,0.221,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,22,2014,48,48,2014,11.44,10.714,0.726,33.417,32.457,0.96,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,23,2014,49,49,2014,10.908,7.75,3.158,33.157,33.778,0.621,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,23,2014,49,49,2014,10.908,9.894,1.014,33.157,33.203,0.046,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,23,2014,49,49,2014,10.908,10.164,0.744,33.157,32.756,0.401,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,24,2014,50,50,2014,10.741,7.507,3.234,33.188,33.786,0.598,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,24,2014,50,50,2014,10.741,9.317,1.424,33.188,33.131,0.057,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,24,2014,50,50,2014,10.741,9.641,1.1,33.188,32.879,0.309,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,25,2014,51,51,2014,10.477,6.999,3.478,32.921,33.837,0.916,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,25,2014,51,51,2014,10.477,8.607,1.87,32.921,33.236,0.315,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,25,2014,51,51,2014,10.477,8.978,1.499,32.921,33.044,0.123,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,26,2014,52,52,2014,10.429,6.44,3.989,32.868,33.936,1.068,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,26,2014,52,52,2014,10.429,7.707,2.722,32.868,33.266,0.398,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,26,2014,52,52,2014,10.429,8.19,2.239,32.868,33.066,0.198,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,27,2015,1,1,2015,10.27,6.547,3.723,32.78,34.008,1.228,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,27,2015,1,1,2015,10.27,7.634,2.636,32.78,33.597,0.817,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,27,2015,1,1,2015,10.27,8.164,2.106,32.78,33.504,0.724,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,28,2015,2,2,2015,9.976,6.382,3.594,32.515,34.053,1.538,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,28,2015,2,2,2015,9.976,7.609,2.367,32.515,33.987,1.472,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,28,2015,2,2,2015,9.976,8.271,1.705,32.515,33.59,1.075,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,29,2015,3,3,2015,10.005,5.517,4.488,32.471,34.066,1.595,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,29,2015,3,3,2015,10.005,7.194,2.811,32.471,34.072,1.601,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,29,2015,3,3,2015,10.005,8.158,1.847,32.471,33.505,1.034,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,30,2015,4,4,2015,9.84,5.607,4.233,32.523,34.081,1.558,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,30,2015,4,4,2015,9.84,6.714,3.126,32.523,34.136,1.613,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,30,2015,4,4,2015,9.84,7.809,2.031,32.523,33.426,0.903,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,31,2015,5,5,2015,9.911,5.535,4.376,32.711,34.012,1.301,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,31,2015,5,5,2015,9.911,6.787,3.124,32.711,34.174,1.463,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,31,2015,5,5,2015,9.911,7.409,2.502,32.711,33.369,0.658,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,32,2015,6,6,2015,9.987,4.432,5.555,32.773,33.96,1.187,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,32,2015,6,6,2015,9.987,6.448,3.539,32.773,34.222,1.449,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,32,2015,6,6,2015,9.987,7.245,2.742,32.773,33.413,0.64,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,33,2015,7,7,2015,9.845,4.332,5.513,32.676,33.884,1.208,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,33,2015,7,7,2015,9.845,6.821,3.024,32.676,34.253,1.577,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,33,2015,7,7,2015,9.845,7.004,2.841,32.676,33.436,0.76,Muy similar,Muy similar,Comparable
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,34,2015,8,8,2015,10.159,4.837,5.322,32.705,33.971,1.266,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,34,2015,8,8,2015,10.159,6.78,3.379,32.705,34.143,1.438,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,34,2015,8,8,2015,10.159,7.036,3.123,32.705,33.725,1.02,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,35,2015,9,9,2015,10.457,4.64,5.817,32.58,33.993,1.413,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,35,2015,9,9,2015,10.457,6.751,3.706,32.58,34.136,1.556,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,35,2015,9,9,2015,10.457,6.562,3.895,32.58,33.711,1.131,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,36,2015,10,10,2015,10.735,5.153,5.582,32.598,34.095,1.497,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,36,2015,10,10,2015,10.735,6.92,3.815,32.598,34.173,1.575,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,36,2015,10,10,2015,10.735,6.238,4.497,32.598,33.627,1.029,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,37,2015,11,11,2015,10.796,5.453,5.343,32.532,34.306,1.774,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,37,2015,11,11,2015,10.796,6.73,4.066,32.532,34.063,1.531,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,37,2015,11,11,2015,10.796,6.237,4.559,32.532,33.563,1.031,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,38,2015,12,12,2015,10.939,5.54,5.399,32.406,34.426,2.02,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,38,2015,12,12,2015,10.939,6.724,4.215,32.406,34.058,1.652,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,38,2015,12,12,2015,10.939,6.217,4.722,32.406,33.415,1.009,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,39,2015,13,13,2015,10.86,4.6,6.26,32.412,34.271,1.859,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,39,2015,13,13,2015,10.86,6.515,4.345,32.412,34.043,1.631,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,39,2015,13,13,2015,10.86,6.16,4.7,32.412,33.357,0.945,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,40,2015,14,14,2015,11.246,4.615,6.631,32.304,34.196,1.892,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,40,2015,14,14,2015,11.246,6.516,4.73,32.304,34.061,1.757,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,40,2015,14,14,2015,11.246,6.22,5.026,32.304,33.347,1.043,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,41,2015,15,15,2015,11.428,4.988,6.44,32.495,34.249,1.754,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,41,2015,15,15,2015,11.428,6.488,4.94,32.495,33.984,1.489,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,41,2015,15,15,2015,11.428,6.35,5.078,32.495,33.293,0.798,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,42,2015,16,16,2015,11.579,5.484,6.095,32.658,34.24,1.582,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,42,2015,16,16,2015,11.579,6.573,5.006,32.658,33.921,1.263,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,42,2015,16,16,2015,11.579,6.462,5.117,32.658,33.153,0.495,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,43,2015,17,17,2015,12.018,5.756,6.262,32.596,34.19,1.594,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,43,2015,17,17,2015,12.018,6.825,5.193,32.596,33.889,1.293,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,43,2015,17,17,2015,12.018,6.879,5.139,32.596,33.182,0.586,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,44,2015,18,18,2015,12.214,5.711,6.503,32.649,34.148,1.499,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,44,2015,18,18,2015,12.214,7.172,5.042,32.649,33.933,1.284,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,44,2015,18,18,2015,12.214,7.213,5.001,32.649,33.119,0.47,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,45,2015,19,19,2015,12.218,6.186,6.032,32.711,34.071,1.36,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,45,2015,19,19,2015,12.218,7.676,4.542,32.711,33.917,1.206,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,45,2015,19,19,2015,12.218,7.573,4.645,32.711,32.892,0.181,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,24175_Semanal_2014_2024,Norte,2014,46,2015,20,20,2015,12.745,6.517,6.228,32.775,34.01,1.235,No comparable,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,32677_Semanal_2014_2024,Centro,2014,46,2015,20,20,2015,12.745,7.997,4.748,32.775,33.905,1.13,Diferente,Muy similar,No comparable / revisar
102424_Semanal_2014_2024,Los Lagos,33077_Semanal_2014_2024,Sur/Oeste,2014,46,2015,20,20,2015,12.745,8.066,4.679,32.775,32.605,0.17,Diferente,Muy similar,No comparable / revisar
